23822	Hametin Kapasidade	\N	Hametin Kapasidade	\N	\N	Kursu Lian Ingles, Portugues no Komputador, Suku roupa	\N	Kursu Lian Ingles, Portugues no Komputador, Suku roupa	\N	\N	2013-03-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23829	Local Products	\N	Local Products	\N	\N	Halo Bringkus, arte, boneka, Soru Tais	\N	Halo Bringkus, arte, boneka, Soru Tais	\N	\N	2011-11-10	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24445	Global Partnership for Education (GPE)	\N	Global Partnership for Education (GPE)	\N	\N	Management Strengthening Project For Education	\N	Management Strengthening Project For Education	\N	\N	2010-04-05	2015-07-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23855	Liga Inan (Mobile Moms)	\N	Liga Inan (Mobile Moms)	\N	\N	Increase the healthcare-seeking behavior of women during pregnancy, delivery and postpartum	\N	Increase the healthcare-seeking behavior of women during pregnancy, delivery and postpartum	\N	\N	2011-10-01	2015-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24443	TLS-H-MOH - Expanded Comprehensive Response to HIV/AIDS in Timor-Leste	\N	TLS-H-MOH - Expanded Comprehensive Response to HIV/AIDS in Timor-Leste	\N	\N	For Health	\N	For Health	\N	\N	2012-01-01	2016-12-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24444	TLS-H-MOH - Expanded Comprehensive Response to HIV/AIDS in Timor-Leste	\N	TLS-H-MOH - Expanded Comprehensive Response to HIV/AIDS in Timor-Leste	\N	\N	For Health	\N	For Health	\N	\N	2014-01-01	2016-12-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23859	Hillary Clinton Scholarship (Hillary Clinton Bolsu Estudu)	\N	Hillary Clinton Scholarship (Hillary Clinton Bolsu Estudu)	\N	\N	Recruit and prepare selected high school graduates from Timor-Leste for bachelor & Master in US	\N	Recruit and prepare selected high school graduates from Timor-Leste for bachelor & Master in US	\N	\N	2012-11-01	2017-09-09	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24450	Education non Formal	\N	Education non Formal	\N	\N	Capacity Building for Youth and course Computer and English course	\N	Capacity Building for Youth and course Computer and English course	\N	\N	2013-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24448	Financial Literacy Training Project Phase III	\N	Financial Literacy Training Project Phase III	\N	\N	Banking  And  Financial  Services	\N	Banking  And  Financial  Services	\N	\N	2011-06-10	2017-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24449	Development Planning Advisor	\N	Development Planning Advisor	\N	\N	Goverment  And  Civil Society	\N	Goverment  And  Civil Society	\N	\N	2013-07-16	2015-07-15	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23864	Community Development Project	\N	Community Development Project	\N	\N	\N	\N	\N	\N	\N	2008-04-01	2013-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23865	Advocacy for land	\N	Advocacy for land	\N	\N	\N	\N	\N	\N	\N	2009-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24604	Projeto Montanha	\N	Projeto Montanha	\N	\N	Hanorin Joven sira, artes no Portugues	\N	Hanorin Joven sira, artes no Portugues	\N	\N	2012-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23867	Non Formal Education	\N	Non Formal Education	\N	\N	Course English, Portugues and Computer	\N	Course English, Portugues and Computer	\N	\N	2008-05-08	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23869	Agriculture & Food Security	\N	Agriculture & Food Security	\N	\N	Building resilience of farmers through training and improved irrigation and storage systems	\N	Building resilience of farmers through training and improved irrigation and storage systems	\N	\N	2011-02-01	2017-02-28	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24071	Timor Leste Hillary Clinton Scholarship Program	\N	Timor Leste Hillary Clinton Scholarship Program	\N	\N	Scholarships for Higher Education in the United States	\N	Scholarships for Higher Education in the United States	\N	\N	2012-09-03	2017-09-29	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23871	Four National Women Congress	\N	Four National Women Congress	\N	\N	\N	\N	\N	\N	\N	2012-11-01	2013-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24168	Advocacy Program	\N	Advocacy Program	\N	\N	Make campaign and Socialization and Education about female cancer in Timor Leste	\N	Make campaign and Socialization and Education about female cancer in Timor Leste	\N	\N	2014-01-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24145	Institutional Capacity Building	\N	Institutional Capacity Building	\N	\N	Capacity Building, Advocacy, & Training	\N	Capacity Building, Advocacy, & Training	\N	\N	2009-05-01	2013-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24143	Raisin Women Voices	\N	Raisin Women Voices	\N	\N	Capacity Strengthening, Advocacy, Training, & Advocacy Support, Suport Women Engaged in the politica	\N	Capacity Strengthening, Advocacy, Training, & Advocacy Support, Suport Women Engaged in the politica	\N	\N	2012-11-01	2014-03-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24144	Strengthening HIV Prevention and Support in Timor Leste	\N	Strengthening HIV Prevention and Support in Timor Leste	\N	\N	Capacity Strengthening, Advocacy, Training, Advisory Support Govermental and nongovermental organiza	\N	Capacity Strengthening, Advocacy, Training, Advisory Support Govermental and nongovermental organiza	\N	\N	2012-10-01	2014-03-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24142	Organisational Development Support of Mata Dalan Institute	\N	Organisational Development Support of Mata Dalan Institute	\N	\N	Capacity Strengthening, Advocacy & Training	\N	Capacity Strengthening, Advocacy & Training	\N	\N	2009-09-01	2015-08-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23877	Alfaiate	\N	Alfaiate	\N	\N	Hamutuk ho membru grupu suku farda eskola	\N	Hamutuk ho membru grupu suku farda eskola	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23878	Conditional Cash Transfer (CCT) Timor-Leste	\N	Conditional Cash Transfer (CCT) Timor-Leste	\N	\N	Supporting Gender Equality and Women's Rights in Timor-Leste	\N	Supporting Gender Equality and Women's Rights in Timor-Leste	\N	\N	2009-11-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23879	Socialisation Peace Non - Violence	\N	Socialisation Peace Non - Violence	\N	\N	\N	\N	\N	\N	\N	2005-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23880	Create Organic fertilizer and seeds Forest	\N	Create Organic fertilizer and seeds Forest	\N	\N	\N	\N	\N	\N	\N	2012-06-01	2017-01-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23881	Producing Coconut Oil	\N	Producing Coconut Oil	\N	\N	\N	\N	\N	\N	\N	2010-06-01	2014-06-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23882	Water and Sanitation	\N	Water and Sanitation	\N	\N	Infrastructure	\N	Infrastructure	\N	\N	2009-10-01	2012-12-07	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23884	Health	\N	Health	\N	\N	\N	\N	\N	\N	\N	2011-01-01	2012-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24072	Timor-Leste Maize Storage Project (TLMSP)	\N	Timor-Leste Maize Storage Project (TLMSP)	\N	\N	Comodity Aid  And General  Programme  Assistech	\N	Comodity Aid  And General  Programme  Assistech	\N	\N	2012-10-01	2015-05-14	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23887	Education Non Formal	\N	Education Non Formal	\N	\N	Course English and Portugues Language, Computer Course	\N	Course English and Portugues Language, Computer Course	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23889	Agriculture	\N	Agriculture	\N	\N	House Hold	\N	House Hold	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23890	Local Leader Support Project	\N	Local Leader Support Project	\N	\N	\N	\N	\N	\N	\N	2006-07-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23891	Sports	\N	Sports	\N	\N	\N	\N	\N	\N	\N	2007-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23892	Fisheries	\N	Fisheries	\N	\N	\N	\N	\N	\N	\N	2009-08-02	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23894	Monitoring and Good Governance	\N	Monitoring and Good Governance	\N	\N	Monitoring for General Budget for Agriculture, Natural Resources, National seeds Policy	\N	Monitoring for General Budget for Agriculture, Natural Resources, National seeds Policy	\N	\N	2005-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23895	Music Training	\N	Music Training	\N	\N	\N	\N	\N	\N	\N	2011-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23896	Literacy Education	\N	Literacy Education	\N	\N	\N	\N	\N	\N	\N	2007-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23897	English Course	\N	English Course	\N	\N	\N	\N	\N	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23898	Life Skill Based Education (LSBE)	\N	Life Skill Based Education (LSBE)	\N	\N	Strenghten Youth Participation throughout Youth Roundtables as an exchange	\N	Strenghten Youth Participation throughout Youth Roundtables as an exchange	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24097	Community Transformation	\N	Community Transformation	\N	\N	Sosializ Information for Suco Council	\N	Sosializ Information for Suco Council	\N	\N	2014-02-03	2017-01-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23893	Horticulture	\N	Horticulture	\N	\N	\N	\N	\N	\N	\N	2009-08-08	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23883	Horticulture	\N	Horticulture	\N	\N	\N	\N	\N	\N	\N	2011-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23902	Youth Capacity Strengthening	\N	Youth Capacity Strengthening	\N	\N	\N	\N	\N	\N	\N	2002-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23903	Youth Capacity Strengthening	\N	Youth Capacity Strengthening	\N	\N	\N	\N	\N	\N	\N	2002-06-06	2013-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23904	Good Fish	\N	Good Fish	\N	\N	\N	\N	\N	\N	\N	2012-08-01	2013-08-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23905	Watch	\N	Watch	\N	\N	Analyzes, Monitorization, and to Control for Transparent	\N	Analyzes, Monitorization, and to Control for Transparent	\N	\N	2012-06-01	2017-01-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23907	Basic Education & Gender	\N	Basic Education & Gender	\N	\N	\N	\N	\N	\N	\N	2000-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23908	Child Protection	\N	Child Protection	\N	\N	\N	\N	\N	\N	\N	2000-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23909	Health and Nutrition	\N	Health and Nutrition	\N	\N	\N	\N	\N	\N	\N	2000-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23910	Planing Monitoring and Evaluation	\N	Planing Monitoring and Evaluation	\N	\N	\N	\N	\N	\N	\N	2000-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24170	Mother and Child Health  (SHIO)	\N	Mother and Child Health  (SHIO)	\N	\N	Provide counseling on breast milk in children	\N	Provide counseling on breast milk in children	\N	\N	2014-01-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23912	Education Formal	\N	Education Formal	\N	\N	Open Pre primary school in Atauro	\N	Open Pre primary school in Atauro	\N	\N	2003-02-06	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23913	Support to Anti-Corruption Initiatives in Timor Leste	\N	Support to Anti-Corruption Initiatives in Timor Leste	\N	\N	The establishment of Timor-Lestes Anti-Corruption Commission (ACC) is a positive indication	\N	The establishment of Timor-Lestes Anti-Corruption Commission (ACC) is a positive indication	\N	\N	2011-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23916	Local Government Support Programme (LGSP)	\N	Local Government Support Programme (LGSP)	\N	\N	Support to the Governments plans for nation-wide decentralization reform, the LGSP	\N	Support to the Governments plans for nation-wide decentralization reform, the LGSP	\N	\N	2012-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23917	Human Rights Capacity Building of the Human Rights and Justice Provedoria (PDHJ)	\N	Human Rights Capacity Building of the Human Rights and Justice Provedoria (PDHJ)	\N	\N	Building upon the existing human rights knowledge and skills of PDHJ staff	\N	Building upon the existing human rights knowledge and skills of PDHJ staff	\N	\N	2010-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23918	Strengthening Parliamentary Democracy In Timor-Leste	\N	Strengthening Parliamentary Democracy In Timor-Leste	\N	\N	Support the consolidation of parliamentary processes by continuing to provide assistance	\N	Support the consolidation of parliamentary processes by continuing to provide assistance	\N	\N	2010-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23962	Climate Change Adaptation (CCA)	\N	Climate Change Adaptation (CCA)	\N	\N	\N	\N	\N	\N	\N	2011-01-01	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23920	Inclusive Finance for Underserved Economy (INFUSE)	\N	Inclusive Finance for Underserved Economy (INFUSE)	\N	\N	Increasing access to sustainable financial services by the poor and low-income population	\N	Increasing access to sustainable financial services by the poor and low-income population	\N	\N	2008-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23921	Community Mobilization for Poverty Alleviation & Social Inclusion in Service Delivery (COMPASIS)	\N	Community Mobilization for Poverty Alleviation & Social Inclusion in Service Delivery (COMPASIS)	\N	\N	Mobilizing these communities against poverty, hunger, poor health, illiteracy and social exclusion	\N	Mobilizing these communities against poverty, hunger, poor health, illiteracy and social exclusion	\N	\N	2010-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23922	Millennium Development Goals Secretariat project	\N	Millennium Development Goals Secretariat project	\N	\N	Provides technical support to both these national bodies, assisting the Council of Ministers	\N	Provides technical support to both these national bodies, assisting the Council of Ministers	\N	\N	2008-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23923	Conditional Cash Transfer (CCT) project	\N	Conditional Cash Transfer (CCT) project	\N	\N	Protect women and girls against poverty and gender-based violence by strengthening the institutional	\N	Protect women and girls against poverty and gender-based violence by strengthening the institutional	\N	\N	2008-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23924	Supporting the Department of Peace-Building and Social Cohesion (DPBSC)	\N	Supporting the Department of Peace-Building and Social Cohesion (DPBSC)	\N	\N	Institutionalizing peace-building at national government strengthening conflict resolution mechanism	\N	Institutionalizing peace-building at national government strengthening conflict resolution mechanism	\N	\N	2010-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23925	Capacity Building Support to the National Police of Timor-Leste	\N	Capacity Building Support to the National Police of Timor-Leste	\N	\N	Support the PNTL leadership, however, to generate a more robust impact from a top-down approach	\N	Support the PNTL leadership, however, to generate a more robust impact from a top-down approach	\N	\N	2013-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23926	Strengthening Disaster Risk Management (DRM) Programme	\N	Strengthening Disaster Risk Management (DRM) Programme	\N	\N	Builds the capacity of vulnerable communities and the Government to manage disasters & reduce risk	\N	Builds the capacity of vulnerable communities and the Government to manage disasters & reduce risk	\N	\N	2011-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23927	Initial National Communication on Climate Change (INC)	\N	Initial National Communication on Climate Change (INC)	\N	\N	Build its institutional, scientific, technical, informational and human capacity	\N	Build its institutional, scientific, technical, informational and human capacity	\N	\N	2009-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23989	Social Audit Physical Projects	\N	Social Audit Physical Projects	\N	\N	Monotoring to project PDIP and PNDS	\N	Monotoring to project PDIP and PNDS	\N	\N	2010-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24118	Water Sanitation & Higine (WASH)	\N	Water Sanitation & Higine (WASH)	\N	\N	Health activity for Children at Rural Comunity	\N	Health activity for Children at Rural Comunity	\N	\N	2010-09-13	2015-09-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23928	The Small Grants Programme (SGP)	\N	The Small Grants Programme (SGP)	\N	\N	Establishment of the National Steering Committee consisting of government, local and international NGOs	\N	Establishment of the National Steering Committee consisting of government, local and international NGOs	\N	\N	2012-01-01	2018-12-31	2016-08-16	\N	\N	\N	\N	\N	A	1	\N	\N
23929	Promoting Sustainable Bio-Energy Production from Biomass	\N	Promoting Sustainable Bio-Energy Production from Biomass	\N	\N	Enhance capacities of policy makers, financial institutions, entrepreneurs, project developers, communities and end-users regarding the development of the local bio-energy technology market	\N	Enhance capacities of policy makers, financial institutions, entrepreneurs, project developers, communities and end-users regarding the development of the local bio-energy technology market	\N	\N	2012-01-01	2017-12-30	2016-07-26	\N	\N	\N	\N	\N	A	1	\N	\N
23915	Strengthening the Institutional Capacity of the National Parliament	\N	Strengthening the Institutional Capacity of the National Parliament	\N	\N	Development interventions in the areas of technical knowledge administration support and assistance	\N	Development interventions in the areas of technical knowledge administration support and assistance	\N	\N	2011-01-01	2015-12-30	2016-08-16	\N	\N	\N	\N	\N	C	\N	\N	\N
23933	Literacy	\N	Literacy	\N	\N	Empowering community through literacy	\N	Empowering community through literacy	\N	\N	2009-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23935	Water Sanitation & Higyne	\N	Water Sanitation & Higyne	\N	\N	Working with government to implemented the WASH program	\N	Working with government to implemented the WASH program	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23936	Socio-economic development with a gender perspective in Cambodia, Timor Leste and Vietnam	\N	Socio-economic development with a gender perspective in Cambodia, Timor Leste and Vietnam	\N	\N	Contribute to ensure the exercise of social and economic rights the rights holders and duty bearers	\N	Contribute to ensure the exercise of social and economic rights the rights holders and duty bearers	\N	\N	2010-09-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23937	Regional Program to Promote Gender Equality in Political Participation in Bangladesh, Cambodia, Filipina, Vietnam and Timor Leste	\N	Regional Program to Promote Gender Equality in Political Participation in Bangladesh, Cambodia, Filipina, Vietnam and Timor Leste	\N	\N	Developed based on results-based management approach with participation from diferrent actors	\N	Developed based on results-based management approach with participation from diferrent actors	\N	\N	2012-09-01	2015-09-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23939	Help House for Victims	\N	Help House for Victims	\N	\N	\N	\N	\N	\N	\N	2002-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23940	Consciousness and Build Community in the Rural Areas	\N	Consciousness and Build Community in the Rural Areas	\N	\N	\N	\N	\N	\N	\N	2002-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23944	Building Institutional Capacity (BIC)	\N	Building Institutional Capacity (BIC)	\N	\N	\N	\N	\N	\N	\N	2008-07-01	2013-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23946	Village Entrepreneur Initiative (VEI)	\N	Village Entrepreneur Initiative (VEI)	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2015-01-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23948	Tourism	\N	Tourism	\N	\N	\N	\N	\N	\N	\N	2011-10-27	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23949	Formal Education & Non Formal Education	\N	Formal Education & Non Formal Education	\N	\N	\N	\N	\N	\N	\N	2011-10-27	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23950	Agriculture	\N	Agriculture	\N	\N	\N	\N	\N	\N	\N	2011-10-27	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23952	Health promotion	\N	Health promotion	\N	\N	\N	\N	\N	\N	\N	2000-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23955	Fisheries	\N	Fisheries	\N	\N	\N	\N	\N	\N	\N	2003-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23957	Counseling Victim Survival	\N	Counseling Victim Survival	\N	\N	\N	\N	\N	\N	\N	2011-04-01	2012-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24007	Child Protection	\N	Child Protection	\N	\N	Child protection for ofornatu	\N	Child protection for ofornatu	\N	\N	2013-09-01	2014-09-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23959	Monitoring	\N	Monitoring	\N	\N	Security sector through citizen participation in the development of relevant legislation & policies	\N	Security sector through citizen participation in the development of relevant legislation & policies	\N	\N	2009-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24245	Education	\N	Education	\N	\N	\N	\N	\N	\N	\N	2001-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24082	Rehabilitation of Food Security and Livelihoods of the Poorest	\N	Rehabilitation of Food Security and Livelihoods of the Poorest	\N	\N	District of Baucau Population after the crisis, Phase III	\N	District of Baucau Population after the crisis, Phase III	\N	\N	2010-10-11	2012-09-28	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24081	Economic Development	\N	Economic Development	\N	\N	Increase Income Group	\N	Increase Income Group	\N	\N	2014-02-03	2014-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24080	Agriculture Sustainability	\N	Agriculture Sustainability	\N	\N	\N	\N	\N	\N	\N	2014-02-03	2014-08-29	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23968	The Development Of Fisheries	\N	The Development Of Fisheries	\N	\N	Fish Farming	\N	Fish Farming	\N	\N	2012-07-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23970	Water and Sanitation	\N	Water and Sanitation	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2014-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23971	Timor Leste Nationals Defense Strategy on Maritime security Development	\N	Timor Leste Nationals Defense Strategy on Maritime security Development	\N	\N	\N	\N	\N	\N	\N	2012-07-01	2012-10-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23973	Community Based Rehabilitation and Inclusive Education	\N	Community Based Rehabilitation and Inclusive Education	\N	\N	\N	\N	\N	\N	\N	2013-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23975	Physical Construction	\N	Physical Construction	\N	\N	Construction of Junior High School	\N	Construction of Junior High School	\N	\N	2013-11-01	2014-03-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23976	The Rights to Justice for Past Crimes	\N	The Rights to Justice for Past Crimes	\N	\N	Jugun-Ianfu is a Japanese word which refers to the forced obligation of woman	\N	Jugun-Ianfu is a Japanese word which refers to the forced obligation of woman	\N	\N	2011-01-01	2014-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23977	Economic, Sosial & Culture Rights Program	\N	Economic, Sosial & Culture Rights Program	\N	\N	Social & Culture Rights are positive right the state carries subtantial responsibility for these rig	\N	Social & Culture Rights are positive right the state carries subtantial responsibility for these rig	\N	\N	2011-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23978	Strengthening State Institutions Program	\N	Strengthening State Institutions Program	\N	\N	Capacity for FFDTL & PNTL Timor Leste	\N	Capacity for FFDTL & PNTL Timor Leste	\N	\N	2011-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23979	Program HAKOHAK  Local Police	\N	Program HAKOHAK  Local Police	\N	\N	Strengthen relation between local Police and communities	\N	Strengthen relation between local Police and communities	\N	\N	2011-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23980	Sloping Agricultural land Technologies (SALT)	\N	Sloping Agricultural land Technologies (SALT)	\N	\N	\N	\N	\N	\N	\N	2013-06-01	2014-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23981	Giving Seed to the community	\N	Giving Seed to the community	\N	\N	Focus to Seed corn, and  Coperative	\N	Focus to Seed corn, and  Coperative	\N	\N	2013-11-01	2014-06-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23983	Conservation for seeds	\N	Conservation for seeds	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23985	Agriculture	\N	Agriculture	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23986	Disaster Risk Reduction (DRR)	\N	Disaster Risk Reduction (DRR)	\N	\N	Assistance to Community, Reforestation, School garden	\N	Assistance to Community, Reforestation, School garden	\N	\N	2012-07-01	2014-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23987	Water and Sanitation	\N	Water and Sanitation	\N	\N	Channel clean water to community and inform people how to use the bathroom	\N	Channel clean water to community and inform people how to use the bathroom	\N	\N	2011-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23988	Agriculture	\N	Agriculture	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2015-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24027	Land and housing justice Action Project	\N	Land and housing justice Action Project	\N	\N	\N	\N	\N	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23951	Basic Health to Community	\N	Basic Health to Community	\N	\N	\N	\N	\N	\N	\N	2011-10-27	\N	2016-05-17	\N	\N	\N	\N	\N	C	\N	\N	\N
23943	Cooperative	\N	Cooperative	\N	\N	\N	\N	\N	\N	\N	2007-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24700	Agriculture, Livestock and Water Supply	\N	Agriculture, Livestock and Water Supply	\N	\N	\N	\N	\N	\N	\N	\N	\N	2016-06-27	\N	\N	\N	\N	\N	A	1	\N	\N
23954	Fisheries	\N	Fisheries	\N	\N	\N	\N	\N	\N	\N	2004-04-01	\N	2016-06-28	\N	\N	\N	\N	\N	A	1	\N	\N
23990	Civic Education	\N	Civic Education	\N	\N	Making information to parents about protecting the sexual abuse of children and child rights	\N	Making information to parents about protecting the sexual abuse of children and child rights	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24057	Reflorestasaun Program	\N	Reflorestasaun Program	\N	\N	Kuda Ai oan iha rai molik hodi hadia Ambiente	\N	Kuda Ai oan iha rai molik hodi hadia Ambiente	\N	\N	2007-04-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
