24278	Traditional materials	\N	Traditional materials	\N	\N	Homan Raga, Lafatik, husik ikan no kuda modo	\N	Homan Raga, Lafatik, husik ikan no kuda modo	\N	\N	2014-10-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24383	Monitoring	\N	Monitoring	\N	\N	Monitoring PNDS and PDID in municipiu, Aileu Manatuto, Liquica	\N	Monitoring PNDS and PDID in municipiu, Aileu Manatuto, Liquica	\N	\N	2013-01-01	\N	2016-09-14	\N	\N	\N	\N	\N	C	\N	\N	\N
24257	Education Non Formal, Infranstructure water and sanitation	\N	Education Non Formal, Infranstructure water and sanitation	\N	\N	LSBE, Peace Building homes for people unable	\N	LSBE, Peace Building homes for people unable	\N	\N	2013-10-01	\N	2016-09-30	\N	\N	\N	\N	\N	C	\N	\N	\N
24282	Small Business	\N	Small Business	\N	\N	Small business for all comunity in area rural	\N	Small business for all comunity in area rural	\N	\N	2015-01-12	\N	2016-10-03	\N	\N	\N	\N	\N	A	1	\N	\N
24293	PNDS Research Monotoring	\N	PNDS Research Monotoring	\N	\N	Monitoring for participants to activities PNDS	\N	Monitoring for participants to activities PNDS	\N	\N	2016-07-01	2017-05-31	2017-07-04	\N	\N	\N	\N	\N	C	\N	\N	\N
24289	Education non Formal	\N	Education non Formal	\N	\N	Open courses Mechanic, Computers, English, and coperative about local products	\N	Open courses Mechanic, Computers, English, and coperative about local products	\N	\N	2013-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24799	Strengthening Community Resilience to Climate Induced Natural Disasters in the Dili to Ainaro Road Development Corridor About the Dili-Ainaro Corridor Timor-Leste	\N	Strengthening Community Resilience to Climate Induced Natural Disasters in the Dili to Ainaro Road Development Corridor About the Dili-Ainaro Corridor Timor-Leste	\N	\N	Improve understanding of the natural disaster risks faced by the Dili-Ainaro corridor, and communicate those risks to strengthen evidence based planning and investment	\N	Improve understanding of the natural disaster risks faced by the Dili-Ainaro corridor, and communicate those risks to strengthen evidence based planning and investment	\N	\N	2014-08-01	2018-07-31	2017-07-07	\N	\N	\N	\N	\N	A	1	\N	\N
24291	Cooperation Micro Agriculture (COMICA)	\N	Cooperation Micro Agriculture (COMICA)	\N	\N	Training And Development pigsty	\N	Training And Development pigsty	\N	\N	2014-06-01	2014-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25085	Atsabe Rural Development Project for Improving of Livelihood in Ermera District	\N	Atsabe Rural Development Project for Improving of Livelihood in Ermera District	\N	\N	\N	\N	\N	\N	\N	2016-12-08	\N	2017-08-02	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
24294	HSTP ( High School Tranformation Projeet)	\N	HSTP ( High School Tranformation Projeet)	\N	\N	To Transfrom the hige School to be moderen school : Teacher Training, Student Clab, Life Skill Train	\N	To Transfrom the hige School to be moderen school : Teacher Training, Student Clab, Life Skill Train	\N	\N	2013-03-01	2014-04-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25116	To'os ba Moris Diak (TOMAK)	To'os ba Moris Diak (TOMAK)	\N	\N	\N	Mobilizasaun komunidade rai no impresta osan interna komunidade nian hodi tulun bele asesu osan iha komunidade no bele fo lukru ba sira nia aan rasik no reduce imprestimu neebe ho lukru boot	Mobilizasaun komunidade rai no impresta osan interna komunidade nian hodi tulun bele asesu osan iha komunidade no bele fo lukru ba sira nia aan rasik no reduce imprestimu neebe ho lukru boot	\N	\N	\N	2017-08-01	2018-07-31	2017-08-15	\N	\N	\N	\N	\N	A	1	\N	\N
24572	Agriculture	\N	Agriculture	\N	\N	Made training for women's groups how Local Food For modern food such as maize, cassava,	\N	Made training for women's groups how Local Food For modern food such as maize, cassava,	\N	\N	2014-11-01	2015-11-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24563	Environment	\N	Environment	\N	\N	Vio Engineering	\N	Vio Engineering	\N	\N	2013-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24303	Natural disaster( refers to Primary School and Community)	\N	Natural disaster( refers to Primary School and Community)	\N	\N	Training about plant trees and Workshop	\N	Training about plant trees and Workshop	\N	\N	2013-06-01	2014-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24708	Capacity Building	\N	Capacity Building	\N	\N	Community leadership training for youth and women	\N	Community leadership training for youth and women	\N	\N	2010-02-02	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24361	Agriculture	\N	Agriculture	\N	\N	Training for people Agriculture in rural area	\N	Training for people Agriculture in rural area	\N	\N	2014-12-01	2017-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24306	Domestic Violence	\N	Domestic Violence	\N	\N	Socialist and training to domestic violence depending on gender and violated Article	\N	Socialist and training to domestic violence depending on gender and violated Article	\N	\N	2014-02-01	2015-02-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24312	Education  Formal	\N	Education  Formal	\N	\N	Build a primary school for rural communities	\N	Build a primary school for rural communities	\N	\N	2014-06-01	2015-07-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24313	Health	\N	Health	\N	\N	Onduct training for all children the same EVF and EVC	\N	Onduct training for all children the same EVF and EVC	\N	\N	2014-07-01	2015-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24314	Esponsor Relation (ER)	\N	Esponsor Relation (ER)	\N	\N	Giving Esponsor to existing activities in ngo Graca	\N	Giving Esponsor to existing activities in ngo Graca	\N	\N	2014-07-01	2015-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24315	Food Security	\N	Food Security	\N	\N	Fertilize Vegetables to People whose Children are in Ngo	\N	Fertilize Vegetables to People whose Children are in Ngo	\N	\N	2014-07-01	2015-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24322	Agriculture	\N	Agriculture	\N	\N	Make local foods into modern foods	\N	Make local foods into modern foods	\N	\N	2014-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24327	Good Future, Good Bussines	\N	Good Future, Good Bussines	\N	\N	Empowering vulnerable women, Supporting Local micro- businesses, : Strengthening Other So	\N	Empowering vulnerable women, Supporting Local micro- businesses, : Strengthening Other So	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24328	Agriculture	\N	Agriculture	\N	\N	Together with members of the group make a local product into a modern product eg bean eggs, crackers	\N	Together with members of the group make a local product into a modern product eg bean eggs, crackers	\N	\N	2011-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24646	Protection and reforestation of the vulnerable area/strategic zones in Manucasa	\N	Protection and reforestation of the vulnerable area/strategic zones in Manucasa	\N	\N	\N	\N	\N	\N	\N	2014-09-01	2015-02-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24332	Agriculture	\N	Agriculture	\N	\N	Make local foods into modern food. Making sweets and plant vegetables and fruits	\N	Make local foods into modern food. Making sweets and plant vegetables and fruits	\N	\N	2014-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24329	Coffe  Production	\N	Coffe  Production	\N	\N	Production Local to coffee Modern	\N	Production Local to coffee Modern	\N	\N	2011-03-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24535	Education Non Formal	\N	Education Non Formal	\N	\N	Provide computer training, English, portugues language courses for young people in rural areas	\N	Provide computer training, English, portugues language courses for young people in rural areas	\N	\N	2010-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24296	Local Food	\N	Local Food	\N	\N	Make local foods into modern foods and making cakes	\N	Make local foods into modern foods and making cakes	\N	\N	2013-11-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24317	Gender	\N	Gender	\N	\N	The participation of women with men and youth are involved in agricultural activities	\N	The participation of women with men and youth are involved in agricultural activities	\N	\N	2011-08-01	\N	2016-07-29	\N	\N	\N	\N	\N	C	\N	\N	\N
24316	Education Non Formal	\N	Education Non Formal	\N	\N	Capacity building for group and make cooperative studies	\N	Capacity building for group and make cooperative studies	\N	\N	2011-08-01	\N	2016-07-29	\N	\N	\N	\N	\N	C	\N	\N	\N
24318	Economic Justice	\N	Economic Justice	\N	\N	vegetables (horticulture) and  Flowers	\N	vegetables (horticulture) and  Flowers	\N	\N	2012-08-01	\N	2016-07-29	\N	\N	\N	\N	\N	C	\N	\N	\N
24645	Rights Of The Child	\N	Rights Of The Child	\N	\N	Explanations to parents on how to prevent the sexual abuse of children	\N	Explanations to parents on how to prevent the sexual abuse of children	\N	\N	2015-04-01	2015-12-30	2016-11-09	\N	\N	\N	\N	\N	C	\N	\N	\N
24352	Sanitation / CLTS	\N	Sanitation / CLTS	\N	\N	Health and Education	\N	Health and Education	\N	\N	2012-11-01	\N	2017-06-08	\N	\N	\N	\N	\N	C	\N	\N	\N
24659	Customer Service Training	\N	Customer Service Training	\N	\N	Training staff to help clients and visitors	\N	Training staff to help clients and visitors	\N	\N	2013-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24341	Agriculture and Joint Savings and Loans	\N	Agriculture and Joint Savings and Loans	\N	\N	Together with the group members grow vegetables and keep the fish	\N	Together with the group members grow vegetables and keep the fish	\N	\N	2010-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
25053	Timor Leste's National Human Development Report (NHDR): Youth, wellbeing and Demographic Dividend	\N	Timor Leste's National Human Development Report (NHDR): Youth, wellbeing and Demographic Dividend	\N	\N	Identify Socially Inclusive and Innovative Ways to diversify the workplace	\N	Identify Socially Inclusive and Innovative Ways to diversify the workplace	\N	\N	2016-01-01	2018-12-31	2017-07-07	\N	\N	\N	\N	\N	A	1	\N	\N
24343	Agriculture	\N	Agriculture	\N	\N	Growing vegetables and Raising fish	\N	Growing vegetables and Raising fish	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
25087	Water system improvement in rural mountainous area	\N	Water system improvement in rural mountainous area	\N	\N	Installing water supply ststems in Maubisse and estabilishing water management groups.	\N	Installing water supply ststems in Maubisse and estabilishing water management groups.	\N	\N	2016-11-11	\N	2017-08-02	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
24346	Identification of Local Food and Tourism	\N	Identification of Local Food and Tourism	\N	\N	Promove food local & Research	\N	Promove food local & Research	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24348	Agriculture no Income Generation	\N	Agriculture no Income Generation	\N	\N	Support equipment Agriculture and Technical Facility.	\N	Support equipment Agriculture and Technical Facility.	\N	\N	2013-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24349	Production of Local Products	\N	Production of Local Products	\N	\N	Making cassava chips	\N	Making cassava chips	\N	\N	2014-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24350	Agriculture	\N	Agriculture	\N	\N	Plant trees, and make fertilizers	\N	Plant trees, and make fertilizers	\N	\N	2013-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24351	Agriculture	\N	Agriculture	\N	\N	Together with members of the group to plant onions	\N	Together with members of the group to plant onions	\N	\N	2014-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
25115	Project Climate Smart Opportunity throug Post Harvest Storage	\N	Project Climate Smart Opportunity throug Post Harvest Storage	\N	\N	\N	\N	\N	\N	\N	2017-06-01	2018-05-31	2017-08-15	\N	\N	\N	\N	\N	A	1	\N	\N
24354	Local Food	\N	Local Food	\N	\N	Making banana and taro chips	\N	Making banana and taro chips	\N	\N	2014-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24358	Integrated Agriculture	\N	Integrated Agriculture	\N	\N	\N	\N	\N	\N	\N	2014-03-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24362	Education non Formal	\N	Education non Formal	\N	\N	Provide Computer training and English language courses, sports, music for all children aged 5 years	\N	Provide Computer training and English language courses, sports, music for all children aged 5 years	\N	\N	2006-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24363	Education non Formal	\N	Education non Formal	\N	\N	Course Computer, English, Portugues, LiderShip, Civic Education, Administration and Finance	\N	Course Computer, English, Portugues, LiderShip, Civic Education, Administration and Finance	\N	\N	2003-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24366	Art theater	\N	Art theater	\N	\N	Making Culture dance  and culture music	\N	Making Culture dance  and culture music	\N	\N	2002-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24386	Advocacy and Sosialization	\N	Advocacy and Sosialization	\N	\N	Accompaniment deal legal information	\N	Accompaniment deal legal information	\N	\N	2014-03-01	2016-11-01	2016-03-24	\N	\N	\N	\N	\N	A	\N	\N	\N
24381	Increase youth leader for contributions conflict prevention	\N	Increase youth leader for contributions conflict prevention	\N	\N	Training in municipiu Ainaro, Baukau and Bobonaro	\N	Training in municipiu Ainaro, Baukau and Bobonaro	\N	\N	2014-05-01	2014-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24373	Capacity Building	\N	Capacity Building	\N	\N	Training course, English, Portugues and Mathematics course	\N	Training course, English, Portugues and Mathematics course	\N	\N	2014-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24376	Agriculture	\N	Agriculture	\N	\N	Growing vegetables	\N	Growing vegetables	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24378	Education Non Formal	\N	Education Non Formal	\N	\N	Cources English for Community	\N	Cources English for Community	\N	\N	2013-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24387	Monitoring Education and Publication	\N	Monitoring Education and Publication	\N	\N	BPU Prison Monitoring, Community Policing, District and Local Government	\N	BPU Prison Monitoring, Community Policing, District and Local Government	\N	\N	2012-04-01	2015-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24388	Meeting Community	\N	Meeting Community	\N	\N	Strengthening Initiative Community policing	\N	Strengthening Initiative Community policing	\N	\N	2012-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24389	Capacity Building	\N	Capacity Building	\N	\N	Training Ingris and Computer Course	\N	Training Ingris and Computer Course	\N	\N	2012-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24390	Public Information	\N	Public Information	\N	\N	Information to community Spesial for Youth & trough the Radio	\N	Information to community Spesial for Youth & trough the Radio	\N	\N	2008-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24391	Training for Trainers for Advanced Level	\N	Training for Trainers for Advanced Level	\N	\N	Training for trainer in basic nivel for project and cooperate with TAF	\N	Training for trainer in basic nivel for project and cooperate with TAF	\N	\N	2014-11-01	2015-11-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24392	Facilitating trade for fragile and landlocked states in the post- Bali institutional Environment	\N	Facilitating trade for fragile and landlocked states in the post- Bali institutional Environment	\N	\N	Project about research trade LAO HAMUTUK and ADB	\N	Project about research trade LAO HAMUTUK and ADB	\N	\N	2014-12-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24393	Education Non Formal	\N	Education Non Formal	\N	\N	Training for Women & Children	\N	Training for Women & Children	\N	\N	2015-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24396	Health	\N	Health	\N	\N	Prepare the glasses for people who are having problems with eyesight	\N	Prepare the glasses for people who are having problems with eyesight	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24344	Local Food	\N	Local Food	\N	\N	Peanut adobe, Brittle peanut	\N	Peanut adobe, Brittle peanut	\N	\N	2010-03-01	\N	2016-06-28	\N	\N	\N	\N	\N	A	1	\N	\N
24342	Local Food & Agriculture	\N	Local Food & Agriculture	\N	\N	Make Cassavana Chips and planting vegetables	\N	Make Cassavana Chips and planting vegetables	\N	\N	2011-11-15	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24353	Making Local Products	\N	Making Local Products	\N	\N	Together with the group making local product into modern products eg tomato sauce and candied banana	\N	Together with the group making local product into modern products eg tomato sauce and candied banana	\N	\N	2007-05-14	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24356	Local Product	\N	Local Product	\N	\N	Production  coffee, tea, and banana chips	\N	Production  coffee, tea, and banana chips	\N	\N	2002-06-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24650	Soru Tais	\N	Soru Tais	\N	\N	Soru tais and Coperative	\N	Soru tais and Coperative	\N	\N	2006-05-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24368	Education non Formal	\N	Education non Formal	\N	\N	Training for youth computer courses, and English  Language	\N	Training for youth computer courses, and English  Language	\N	\N	2012-01-01	\N	2016-10-03	\N	\N	\N	\N	\N	A	1	\N	\N
24338	Food Local and Medice	\N	Food Local and Medice	\N	\N	Make medince local for all people in Timor Leste	\N	Make medince local for all people in Timor Leste	\N	\N	2012-10-01	\N	2016-10-14	\N	\N	\N	\N	\N	C	\N	\N	\N
24399	Sport	\N	Sport	\N	\N	Football Training, Volleyball and Basketball	\N	Football Training, Volleyball and Basketball	\N	\N	2015-05-01	2015-08-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24401	Socialization how communities can be  used the bathroom and sharing Food to the community	\N	Socialization how communities can be  used the bathroom and sharing Food to the community	\N	\N	\N	\N	\N	\N	\N	2014-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24402	Training center	\N	Training center	\N	\N	Training and courses English language to geral community in municipi Dili	\N	Training and courses English language to geral community in municipi Dili	\N	\N	2000-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24404	Monotoring	\N	Monotoring	\N	\N	Monotoring Agricultural program in Manufahi	\N	Monotoring Agricultural program in Manufahi	\N	\N	2013-03-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24427	Fourth Rural Development Programme IV (EU funds) Component I	\N	Fourth Rural Development Programme IV (EU funds) Component I	\N	\N	Strengthening Public Agricultural Extension Services	\N	Strengthening Public Agricultural Extension Services	\N	\N	2012-03-08	2015-12-30	2017-06-20	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
24419	Ba Distrito	\N	Ba Distrito	\N	\N	Technical Assistance about Filing document PAAS System Administration Suco	\N	Technical Assistance about Filing document PAAS System Administration Suco	\N	\N	2014-05-01	2017-03-05	2017-07-04	\N	\N	\N	\N	\N	C	\N	\N	\N
24410	Water and Sanitation	\N	Water and Sanitation	\N	\N	Water Supply to Community	\N	Water Supply to Community	\N	\N	2013-10-01	2014-02-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24411	Integrate Program for Justice and Peace Education	\N	Integrate Program for Justice and Peace Education	\N	\N	Human Reghts and Social Justice Avemess Leadership Training For Peace Building	\N	Human Reghts and Social Justice Avemess Leadership Training For Peace Building	\N	\N	2014-01-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24413	Civic Education and Sosialization	\N	Civic Education and Sosialization	\N	\N	Improve the ability of women in East Timor and capacity Community leaders	\N	Improve the ability of women in East Timor and capacity Community leaders	\N	\N	2009-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24520	To Provide Education, Advocacy,organizing and supporting east Timor	\N	To Provide Education, Advocacy,organizing and supporting east Timor	\N	\N	Domestic worker get legsl protection so that they can acess job with goog condition	\N	Domestic worker get legsl protection so that they can acess job with goog condition	\N	\N	2014-07-01	2015-06-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25117	Nutrisaun	Nutrisaun	\N	\N	\N	Reduz Mall Nutrisaun ba Inan isin rua no labarik	Reduz Mall Nutrisaun ba Inan isin rua no labarik	\N	\N	\N	2015-09-01	\N	2017-08-22	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
24626	East Timor Population Census	\N	East Timor Population Census	\N	\N	Population data collection station administration	\N	Population data collection station administration	\N	\N	2015-06-01	2015-07-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24421	Legal Culture	\N	Legal Culture	\N	\N	Research Traditional Legal Culture	\N	Research Traditional Legal Culture	\N	\N	2011-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	P	\N	\N	\N
24422	Braille Massage no mobility	\N	Braille Massage no mobility	\N	\N	Training to people who have special needs	\N	Training to people who have special needs	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24424	Enviroment Conservation and Vocational Training	\N	Enviroment Conservation and Vocational Training	\N	\N	Capacity Strengthening and Conservation	\N	Capacity Strengthening and Conservation	\N	\N	2012-07-01	2017-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24425	Agriculture	\N	Agriculture	\N	\N	Form a group Agriculture and raising animals	\N	Form a group Agriculture and raising animals	\N	\N	2013-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24426	Health and Education	\N	Health and Education	\N	\N	Deal information about food security and nutrition to all children's and deal  information about	\N	Deal information about food security and nutrition to all children's and deal  information about	\N	\N	2015-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24430	Development of Community Through Intensive Agriculture (DOCIA)	\N	Development of Community Through Intensive Agriculture (DOCIA)	\N	\N	Agriculture	\N	Agriculture	\N	\N	2010-08-01	2015-02-27	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24431	The Project for Unity Building through Tree Planting and Conservation of Watershed Areas in Maumeta Village	\N	The Project for Unity Building through Tree Planting and Conservation of Watershed Areas in Maumeta Village	\N	\N	Support to non  Govermental Organization (NGOS)	\N	Support to non  Govermental Organization (NGOS)	\N	\N	2011-09-09	2016-08-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24432	The project for Agricultural Master Plan Study and Irrigation Development Plan	\N	The project for Agricultural Master Plan Study and Irrigation Development Plan	\N	\N	Agriculture	\N	Agriculture	\N	\N	2013-09-01	2015-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24434	Agricultural Cooperation (Hybrid rice plantation)	\N	Agricultural Cooperation (Hybrid rice plantation)	\N	\N	Agriculture	\N	Agriculture	\N	\N	2008-01-01	2015-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24435	Strengthening Institutional Capacity of the National Parliament in Timor-Leste	\N	Strengthening Institutional Capacity of the National Parliament in Timor-Leste	\N	\N	For Goverment and Civil  Society	\N	For Goverment and Civil  Society	\N	\N	2011-08-01	2015-02-28	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24436	Mobilise Social Business to Accelerate Achievement of Timor Leste MDGs	\N	Mobilise Social Business to Accelerate Achievement of Timor Leste MDGs	\N	\N	Industry	\N	Industry	\N	\N	2012-04-03	2015-04-02	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24454	Male Reduce Violence to Women	\N	Male Reduce Violence to Women	\N	\N	Video Documentation and Public Discussion	\N	Video Documentation and Public Discussion	\N	\N	2006-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24662	Financial Cooperation in the Maritime Transport Sector	\N	Financial Cooperation in the Maritime Transport Sector	\N	\N	Supporting the Nakroma passenger vessel which travels between Dili, Oecussi and Atauro	\N	Supporting the Nakroma passenger vessel which travels between Dili, Oecussi and Atauro	\N	\N	2002-02-01	2017-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24654	Water and Sanitation	\N	Water and Sanitation	\N	\N	Channeling drinking water and training for community facility that uses clean water	\N	Channeling drinking water and training for community facility that uses clean water	\N	\N	2010-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24416	Advocacy	\N	Advocacy	\N	\N	Monotoring justice to community in municipiu Manufahi	\N	Monotoring justice to community in municipiu Manufahi	\N	\N	2016-02-01	\N	2016-06-28	\N	\N	\N	\N	\N	A	1	\N	\N
24407	Civic Education	\N	Civic Education	\N	\N	Advocacy	\N	Advocacy	\N	\N	2013-04-01	\N	2016-06-29	\N	\N	\N	\N	\N	C	\N	\N	\N
24718	Agriculture	\N	Agriculture	\N	\N	Chicken farm	\N	Chicken farm	\N	\N	2015-06-01	2015-12-31	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24438	HANDS: Games, Learning, Discover; success: Support for Early Childhood Education	\N	HANDS: Games, Learning, Discover; success: Support for Early Childhood Education	\N	\N	For Education	\N	For Education	\N	\N	2014-07-01	2019-12-31	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24414	Small Bussines	\N	Small Bussines	\N	\N	Together with members of the group to open a small business	\N	Together with members of the group to open a small business	\N	\N	2010-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24437	Scholarships and Graduate Internships	\N	Scholarships and Graduate Internships	\N	\N	For Education	\N	For Education	\N	\N	2001-07-01	2015-12-31	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24439	Timor-Leste Community Policing Programme	\N	Timor-Leste Community Policing Programme	\N	\N	For Goverment  And  Civil Society	\N	For Goverment  And  Civil Society	\N	\N	2011-07-15	2016-07-31	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24462	Homan (Handicraf)	Homan (Handicraf)	\N	\N	\N	Hamutuk ho membru grupu homan pasta, sapeo	Hamutuk ho membru grupu homan pasta, sapeo	\N	\N	\N	2002-01-01	\N	2016-09-26	\N	\N	\N	\N	\N	A	1	\N	\N
24406	Small Bussines	\N	Small Bussines	\N	\N	Along with members of the group opened a restaurant in Aileu Vila	\N	Along with members of the group opened a restaurant in Aileu Vila	\N	\N	2006-11-28	\N	2016-11-10	\N	\N	\N	\N	\N	C	\N	\N	\N
24480	Inclusive Education	\N	Inclusive Education	\N	\N	Teaching children who can not see to formal schooling	\N	Teaching children who can not see to formal schooling	\N	\N	2001-09-01	\N	2016-11-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24467	Mechanical	\N	Mechanical	\N	\N	Bike Shop	\N	Bike Shop	\N	\N	2004-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24468	Civil Society	\N	Civil Society	\N	\N	Literacy (Visit scholl and Competation School)	\N	Literacy (Visit scholl and Competation School)	\N	\N	2014-08-01	2014-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24651	Advocacy for land	\N	Advocacy for land	\N	\N	Socialization and meditation to land issues in Timor Leste	\N	Socialization and meditation to land issues in Timor Leste	\N	\N	2014-11-01	2016-11-30	2017-06-21	\N	\N	\N	\N	\N	C	\N	\N	\N
24470	Homan	\N	Homan	\N	\N	Hamutuk ho membru grupu homan pasta,kartera, bote,raga aifunan	\N	Hamutuk ho membru grupu homan pasta,kartera, bote,raga aifunan	\N	\N	2001-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24704	Gender	\N	Gender	\N	\N	Gender training for Youth and Women	\N	Gender training for Youth and Women	\N	\N	2015-09-01	2016-05-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
