223	2014	Sustainability and Development of Farmer Groups in Bobonaro and Liquiça\r\n	\N	Sustainability and Development of Farmer Groups in Bobonaro and Liquiça\r\n	\N	\N	The study on the sustainability of farmer groups undertaken by SoL in 2013 shows that\r\nthere are a number of factors, which determine whether or not a farmer group thrives.\r\nThe case study focused on relatively long-established (three to five years) farmer\r\ngroups, established by CARE under the LIFT2 program (2007-2010) in 21 sucos in the\r\nsub-district Maubara, district Liquiça, and in the sub-district Bobonaro, district\r\nBobonaro. Interviews were conducted with 43 out of the 203 LIFT farmer groups in\r\nthese areas to gather information on their experiences over the three years they had\r\nworked together. The purpose of the study was to understand better what factors help\r\ngroups to survive and thrive, and what factors causes other groups to cease operation.\r\n\r\nDuring the LIFT program CARE supported integrated activities through direct\r\nimplementation of field activities by CARE field officers and by local NGOs in Liquiça and\r\nBobonaro. At suco level ten field officers supported all groups in 21 sucos, each of which\r\nwas home to 20 groups. After the LIFT program finished, the suco extension officers\r\n(SEOs) from the Ministry of Agriculture and Fisheries (MAF) continued to support the\r\nfarmer groups.\r\n\r\nThe study shows that the social cohesion between the group members, and the personal\r\ninvestment of group members in the group’s activities are important factors for the\r\nsuccess of a group. When a group is more cohesive by having shared goals between the\r\nmembers, the group tends to be better capable to overcome difficulties it encounters.\r\nThe characteristics of the group’s leader and the relationship and support provided by\r\nthe program’s field officers are also important.\r\n\r\nApart from the group’s social capital, the support and attention of the SEO after the LIFT\r\nprogram finished was essential. Without the SEO’s support some of the groups\r\ndissolved as they had difficulties to overcome challenges they faced. There were\r\nhowever also other groups that continued to manage and survive without the support\r\nfrom the SEO.\r\n\r\nGroups close to local markets benefitted from this condition, and continued to grow,\r\nand even expanded their vegetable production to earn extra income to support their\r\nfamily needs, in particular to pay for the schooling of their children. In more isolated\r\nsucos, successful groups do not have the same market proximity advantage; an excess of\r\nvegetables quickly results in a saturated market, and the extra produce cannot be sold,\r\nor at very reduced prices. SEOs can play a crucial role in building the sense of\r\ncommunity in the group and finding alternative economic activities which makes it\r\nimportant for the SEO to have a good relationship with the groups.\r\n\r\nSEOs mention that working with farmer groups that have previously been supported by\r\nan international NGO is sometimes hampering their current interaction with the\r\nfarmers or after taking over. The SEOs involvement with the groups is often seen as less\r\nvaluable as MAF has less funding/budget for physical handouts and training, which are\r\nfrequently provided by the NGOs. The strength of the SEOs is their commitment, small\r\n2 Local Initiatives for Food-security Transformation\r\nPage iv\r\nseed availability and interaction they have with the groups throughout the agricultural\r\ncycle. The farmer group’s lack of appreciation may in turn influence the SEO’s\r\nmotivation and his/her commitment to the group.\r\n\r\nThe integrated nature of the LIFT program made that interventions were supporting the\r\nsocial capital of the farmer groups, providing technical and mentoring support for the\r\nfull agricultural cycle, from seed production with high quality seeds provided by the\r\nSeeds of Life program, support through the distribution of airtight containers for seeds\r\nstorage, preparation of organic fertilizer and pesticides, home gardening and\r\nconstruction of water ponds up to nutrition training at family level. The increase of\r\ntechnical expertise was continuously used in the groups and the farmers used it also\r\nindividually.\r\n\r\nThe improved varieties provided by SoL were important to set off the production of\r\nseeds which in the following years could be distributed to the wider community.\r\nHowever, during the study the respondents commented on the reduction of quality of\r\nthe seeds as the groups faced cross-pollination of the seeds and lower yield.	\N	The study on the sustainability of farmer groups undertaken by SoL in 2013 shows that\r\nthere are a number of factors, which determine whether or not a farmer group thrives.\r\nThe case study focused on relatively long-established (three to five years) farmer\r\ngroups, established by CARE under the LIFT2 program (2007-2010) in 21 sucos in the\r\nsub-district Maubara, district Liquiça, and in the sub-district Bobonaro, district\r\nBobonaro. Interviews were conducted with 43 out of the 203 LIFT farmer groups in\r\nthese areas to gather information on their experiences over the three years they had\r\nworked together. The purpose of the study was to understand better what factors help\r\ngroups to survive and thrive, and what factors causes other groups to cease operation.\r\n\r\nDuring the LIFT program CARE supported integrated activities through direct\r\nimplementation of field activities by CARE field officers and by local NGOs in Liquiça and\r\nBobonaro. At suco level ten field officers supported all groups in 21 sucos, each of which\r\nwas home to 20 groups. After the LIFT program finished, the suco extension officers\r\n(SEOs) from the Ministry of Agriculture and Fisheries (MAF) continued to support the\r\nfarmer groups.\r\n\r\nThe study shows that the social cohesion between the group members, and the personal\r\ninvestment of group members in the group’s activities are important factors for the\r\nsuccess of a group. When a group is more cohesive by having shared goals between the\r\nmembers, the group tends to be better capable to overcome difficulties it encounters.\r\nThe characteristics of the group’s leader and the relationship and support provided by\r\nthe program’s field officers are also important.\r\n\r\nApart from the group’s social capital, the support and attention of the SEO after the LIFT\r\nprogram finished was essential. Without the SEO’s support some of the groups\r\ndissolved as they had difficulties to overcome challenges they faced. There were\r\nhowever also other groups that continued to manage and survive without the support\r\nfrom the SEO.\r\n\r\nGroups close to local markets benefitted from this condition, and continued to grow,\r\nand even expanded their vegetable production to earn extra income to support their\r\nfamily needs, in particular to pay for the schooling of their children. In more isolated\r\nsucos, successful groups do not have the same market proximity advantage; an excess of\r\nvegetables quickly results in a saturated market, and the extra produce cannot be sold,\r\nor at very reduced prices. SEOs can play a crucial role in building the sense of\r\ncommunity in the group and finding alternative economic activities which makes it\r\nimportant for the SEO to have a good relationship with the groups.\r\n\r\nSEOs mention that working with farmer groups that have previously been supported by\r\nan international NGO is sometimes hampering their current interaction with the\r\nfarmers or after taking over. The SEOs involvement with the groups is often seen as less\r\nvaluable as MAF has less funding/budget for physical handouts and training, which are\r\nfrequently provided by the NGOs. The strength of the SEOs is their commitment, small\r\n2 Local Initiatives for Food-security Transformation\r\nPage iv\r\nseed availability and interaction they have with the groups throughout the agricultural\r\ncycle. The farmer group’s lack of appreciation may in turn influence the SEO’s\r\nmotivation and his/her commitment to the group.\r\n\r\nThe integrated nature of the LIFT program made that interventions were supporting the\r\nsocial capital of the farmer groups, providing technical and mentoring support for the\r\nfull agricultural cycle, from seed production with high quality seeds provided by the\r\nSeeds of Life program, support through the distribution of airtight containers for seeds\r\nstorage, preparation of organic fertilizer and pesticides, home gardening and\r\nconstruction of water ponds up to nutrition training at family level. The increase of\r\ntechnical expertise was continuously used in the groups and the farmers used it also\r\nindividually.\r\n\r\nThe improved varieties provided by SoL were important to set off the production of\r\nseeds which in the following years could be distributed to the wider community.\r\nHowever, during the study the respondents commented on the reduction of quality of\r\nthe seeds as the groups faced cross-pollination of the seeds and lower yield.	\N	\N	RPR
232	2014	Institutions Taking Root: Building State Capacity in Challenging Contexts\r\n	\N	Institutions Taking Root: Building State Capacity in Challenging Contexts\r\n	\N	\N	Building and operating successful public institutions is a perennial and long-term challenge for governments, which is compounded by the volatile conditions found in fragile settings. Yet some government agencies do manage to take root and achieve success in delivering results earning legitimacy and forging resilience in otherwise challenging contexts. Drawing on mixed-method empirical research carried out on nine public agencies in Lao PDR, Sierra Leone, The Gambia, and Timor Leste, this volume identifies the shared causal mechanisms underpinning institutional success in fragile states by examining the inner workings of these institutions, along with the external operational environment and sociopolitical context in which they exist. Successful institutions share and deploy a common repertoire of internal and external operational strategies. In addition they connect this micro-institutional repertoire to the macro-sociopolitical context along three discernible pathways to institutional success. Institutional development is a heavily contextual, dynamic, and non-linear process but certain actionable lessons emerge for policy-makiers and development partners.	\N	Building and operating successful public institutions is a perennial and long-term challenge for governments, which is compounded by the volatile conditions found in fragile settings. Yet some government agencies do manage to take root and achieve success in delivering results earning legitimacy and forging resilience in otherwise challenging contexts. Drawing on mixed-method empirical research carried out on nine public agencies in Lao PDR, Sierra Leone, The Gambia, and Timor Leste, this volume identifies the shared causal mechanisms underpinning institutional success in fragile states by examining the inner workings of these institutions, along with the external operational environment and sociopolitical context in which they exist. Successful institutions share and deploy a common repertoire of internal and external operational strategies. In addition they connect this micro-institutional repertoire to the macro-sociopolitical context along three discernible pathways to institutional success. Institutional development is a heavily contextual, dynamic, and non-linear process but certain actionable lessons emerge for policy-makiers and development partners.	\N	\N	RPR
306	2015	FM Nia Artigu Konaba Seguransa 15 Juñu 2015	FM Nia Artigu Konaba Seguransa 15 Juñu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
224	2013	Drivers and Determinants of Sustainability and Development of Savings and Loans Groups\r\n	\N	Drivers and Determinants of Sustainability and Development of Savings and Loans Groups\r\n	\N	\N	The overall purpose of this case study is to have a better understanding about current\r\nexperiences of Savings and Loan (S&L) groups in Timor Leste, in order to characterize\r\nthe foundations to increase access to financial services for rural communities and\r\nmobilize resources to strengthen the market for agricultural inputs, including seeds.\r\nThe case study aims to identify the strengths and weaknesses of the groups, the lessons\r\nlearned regarding the drivers of development and the determinants of their\r\nsustainability, as well as the interaction between the agriculture activities of the\r\nmembers and their savings and loans transactions. The case of S&L groups in Oecussi\r\ndistrict is the main focus of this study, since it is one of the most developed experiences\r\nof community-led microfinance in the country.	\N	The overall purpose of this case study is to have a better understanding about current\r\nexperiences of Savings and Loan (S&L) groups in Timor Leste, in order to characterize\r\nthe foundations to increase access to financial services for rural communities and\r\nmobilize resources to strengthen the market for agricultural inputs, including seeds.\r\nThe case study aims to identify the strengths and weaknesses of the groups, the lessons\r\nlearned regarding the drivers of development and the determinants of their\r\nsustainability, as well as the interaction between the agriculture activities of the\r\nmembers and their savings and loans transactions. The case of S&L groups in Oecussi\r\ndistrict is the main focus of this study, since it is one of the most developed experiences\r\nof community-led microfinance in the country.	\N	\N	RPR
225	2013	Adoption of agricultural technologies: Factors related to adoption of improved food crop varieties in Timor-Leste\r\n	\N	Adoption of agricultural technologies: Factors related to adoption of improved food crop varieties in Timor-Leste\r\n	\N	\N	Factors related to adoption of new agricultural technologies have been given increasing attention, especially in developing countries where such technologies offer opportunities to enhance food security. Most studies on explanatory factors to adoption are discipline specific or follow the innovation-diffusion paradigm, the economic constrain paradigm or the adopters perception paradigm, all focusing on different categories of explanatory factors related to adoption. Based on the three adoption paradigms and seven selected documents, a cross-disciplinary conceptual framework was developed. To identify factors related to adoption of improved food crop varieties in Timor-Leste and across agro-ecological zones, binary logistic regression was performed on data collected from 1511 rural households. The results of the analysis showed that several factors were related to adoption. The factor found to be most strongly related to adoption was having a relationship to an improved food crop variety grower and the closeness of this relationship. Furthermore, with differences across agro-ecological zones, the following factors were found to be related to adoption: districts where activities related to the improved food crop varieties had taken place; familiarity and involvement with the programme developing the improved food crop varieties; gender; age; number and size of farming plots; travel time between household and farming plot; and ownership of means of transportation. Overall, the findings of this study suggest that adoption can be improved by targeting social networks and designing programmes sensitive to agro-ecological zones.	\N	Factors related to adoption of new agricultural technologies have been given increasing attention, especially in developing countries where such technologies offer opportunities to enhance food security. Most studies on explanatory factors to adoption are discipline specific or follow the innovation-diffusion paradigm, the economic constrain paradigm or the adopters perception paradigm, all focusing on different categories of explanatory factors related to adoption. Based on the three adoption paradigms and seven selected documents, a cross-disciplinary conceptual framework was developed. To identify factors related to adoption of improved food crop varieties in Timor-Leste and across agro-ecological zones, binary logistic regression was performed on data collected from 1511 rural households. The results of the analysis showed that several factors were related to adoption. The factor found to be most strongly related to adoption was having a relationship to an improved food crop variety grower and the closeness of this relationship. Furthermore, with differences across agro-ecological zones, the following factors were found to be related to adoption: districts where activities related to the improved food crop varieties had taken place; familiarity and involvement with the programme developing the improved food crop varieties; gender; age; number and size of farming plots; travel time between household and farming plot; and ownership of means of transportation. Overall, the findings of this study suggest that adoption can be improved by targeting social networks and designing programmes sensitive to agro-ecological zones.	\N	\N	RPR
226	2012	Seeds of Life 3 Baseline Survey - Main report\r\n	\N	Seeds of Life 3 Baseline Survey - Main report\r\n	\N	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	\N	RPR
227	2012	Seeds of Life 3 Baseline Survey - Vol 2: Data tables\r\n	\N	Seeds of Life 3 Baseline Survey - Vol 2: Data tables\r\n	\N	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	\N	RPR
228	2012	Seeds of Life 3 Baseline Survey - Vol 3: Annexes\r\n	\N	Seeds of Life 3 Baseline Survey - Vol 3: Annexes\r\n	\N	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	This report summarizes the findings of the 2011 Seeds of Life baseline\r\nsurvey carried out by the Ministry of Agriculture and Fisheries / Seeds\r\nof Life program, with the assistance of the National Statistics Directorate\r\nof the Ministry of Finance.\r\nThe report of the survey consists of three parts:\r\n1. The Main Report\r\n2. Volume 2: Data Tables\r\n3. Volume 3: Annexes	\N	\N	RPR
229	2013	Seeds of Life 3 Mid-Term Survey\r\n	\N	Seeds of Life 3 Mid-Term Survey\r\n	\N	\N	This report summarizes the findings of the 2013 Seeds of Life Mid-\r\nTerm Survey carried out by the Ministry of Agriculture and Fisheries/\r\nSeeds of Life program, with the assistance of an External Consultant\r\nrecruited by Seeds of Life.	\N	This report summarizes the findings of the 2013 Seeds of Life Mid-\r\nTerm Survey carried out by the Ministry of Agriculture and Fisheries/\r\nSeeds of Life program, with the assistance of an External Consultant\r\nrecruited by Seeds of Life.	\N	\N	RPR
230	2014	Adoption survey 2014\r\n	\N	Adoption survey 2014\r\n	\N	\N	This report summarizes the findings of the 2014 Seeds of Life\r\nAdoption Survey carried out by the Ministry of Agriculture and\r\nFisheries/ Seeds of Life program, with the assistance of an External\r\nConsultant recruited by Seeds of Life.	\N	This report summarizes the findings of the 2014 Seeds of Life\r\nAdoption Survey carried out by the Ministry of Agriculture and\r\nFisheries/ Seeds of Life program, with the assistance of an External\r\nConsultant recruited by Seeds of Life.	\N	\N	RPR
254	2015	FM Nia Artigu Konaba Seguransa 30 Abril 2015	FM Nia Artigu Konaba Seguransa 30 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
240	2014	Relatoriu Orsamentu Komisaun Organizadora Inagurasaun Kapela São Pedro Memo, Diocese Maliana	Relatoriu Orsamentu Komisaun Organizadora Inagurasaun Kapela São Pedro Memo, Diocese Maliana	\N	\N	\N	\N	\N	\N	\N	\N	RPR
238	2014	Primary source files for Oxfam Funding Opportunities	Informasaun primerio kona ba Opportunidade Fundus - Oxfam	Primary source files for Oxfam Funding Opportunities	\N	\N	\N	\N	\N	\N	\N	PRI
18	2014	Fundasaun Mahein blogs (2014)	\N	Fundasaun Mahein blogs (2014)	\N	\N	\N	\N	\N	\N	\N	BLG
258	2015	FM Nia Artigu Konaba Seguransa 06 Maiu 2015	FM Nia Artigu Konaba Seguransa 06 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
253	2015	FM Nia Artigu Konaba Seguransa 29 Abril 2015	FM Nia Artigu Konaba Seguransa 29 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
248	2015	FM Nia Artigu Konaba Seguransa 24 Abril 2015	FM Nia Artigu Konaba Seguransa 24 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
255	2015	FM Nia Artigu Konaba Seguransa 04 Maiu 2015	FM Nia Artigu Konaba Seguransa 04 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
250	2015	FM Nia Artigu Konaba Seguransa 27 Abril 2015	FM Nia Artigu Konaba Seguransa 27 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
241	2015	FM Nia Artigu Kona ba Seguransa 18 Abril 2015	FM Nia Artigu Kona ba Seguransa 18 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
252	2015	FM Nia Artigu Konaba Seguransa 28 Abril 2015	FM Nia Artigu Konaba Seguransa 28 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
245	2015	FM Nia Artigu Konaba Seguransa 21 Abril 2015	FM Nia Artigu Konaba Seguransa 21 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
249	2015	FM Nia Artigu Konaba Seguransa 25 Abril 2015	FM Nia Artigu Konaba Seguransa 25 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
247	2015	FM Nia Artigu Konaba Seguransa 23 Abril 2015	FM Nia Artigu Konaba Seguransa 23 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
246	2015	FM Nia Artigu Konaba Seguransa 22 Abril 2015	FM Nia Artigu Konaba Seguransa 22 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
256	2015	FM Nia Artigu Konaba Seguransa 03 Maiu 2015	FM Nia Artigu Konaba Seguransa 03 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
234	\N	Fundasaun Mahein Nia Lian: No 40 - 76	Fundasaun Mahein Nia Lian: No 40 - 76	\N	\N	\N	Fundasaun Mahein's report, published once every three weeks, analysis of events and trends in the Security Sector	Fundasaun Mahein Lian Relatoriu konaba Seitor Siguransa	Fundasaun Mahein's report, published once every three weeks, analysis of events and trends in the Security Sector	\N	\N	RPR
235	\N	Fundasaun Mahein Nia Lian: No 1 - 39	Fundasaun Mahein Nia Lian: No 1 - 39	\N	\N	\N	Fundasaun Mahein Lian Relatoriu kona-ba Seitor Seguransa	Fundasaun Mahein Lian Relatoriu kona-ba Seitor Seguransa	\N	\N	\N	RPR
260	2015	FM Nia Artigu Konaba Seguransa 07 Maiu 2015	FM Nia Artigu Konaba Seguransa 07 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
263	2015	SOCIAL SAFEGUARDS FRAMEWORK for Rural Road Works	PLATAFORMA BA SALVAGUARDA SOSIAL Ba Servisu Estrada Rural	SOCIAL SAFEGUARDS FRAMEWORK for Rural Road Works	\N	\N	This Social Safeguards Framework (SSF) for the R4D Program has been designed to guide the implementation of inclusive and rights-based practices in rural road programs in Timor-Leste, and to prevent and mitigate their possible negative social impacts. The SSF has three objectives:\r\n(1) Increase the likelihood that social and economic benefits of rural road investments are as inclusive and equitable as possible.\r\n(2) Ensure that social concerns of different stakeholder groups are adequately addressed.\r\n(3) Establish practices that mitigate identified social risks associated with the planning, design and implementation of rural road programs.	Plataforma Salvaguarda Social (SSF) ba Estrada ba Desenvolvementu (R4D) desenha\r\nnudar matadalan ba implementasaun inklusivu no praktika ne’ebe los iha programa\r\nestrada rural iha Timor-Leste, no atu prevene no halo mitigasaun ba posibilidade\r\nimpaktu social negativu. SSF ne’e iha objetivu tolu:\r\n(1) Hasae posibilidade ba benefisiu social husi investementu estrada rural nebe inklusivu\r\nno igual?\r\n(2) Garantia katak preokupasaun sosial husi entidade oin-oin sira bele hetan responde ho\r\nnaton/adekuadu.\r\n(3) Estabelese praktika sira hodi hamenus risku sosial ne’ebe identifika iha planeamentu,\r\ndesenhu no implementasaun ba programa estrada rural.	This Social Safeguards Framework (SSF) for the R4D Program has been designed to guide the implementation of inclusive and rights-based practices in rural road programs in Timor-Leste, and to prevent and mitigate their possible negative social impacts. The SSF has three objectives:\r\n(1) Increase the likelihood that social and economic benefits of rural road investments are as inclusive and equitable as possible.\r\n(2) Ensure that social concerns of different stakeholder groups are adequately addressed.\r\n(3) Establish practices that mitigate identified social risks associated with the planning, design and implementation of rural road programs.	\N	\N	RPR
265	2013	Roads for Development (R4D) ENVIRONMENTAL SAFEGUARDS FRAMEWORK	\N	Roads for Development (R4D) ENVIRONMENTAL SAFEGUARDS FRAMEWORK	\N	\N	The Road For Development (R4D) project’s main objective is to develop adequate capacities and instruments within the Directorate of Roads, Bridges and Flood Control (DRBFC) of the Secretariat of State for Public Works (under the Ministry of Public Works) to enable the Government of Timor-Leste to effectively plan, budget and implement investments in rural road construction, rehabilitation and maintenance.\r\n\r\nAn important component of the Program is the compliance with Timor-Leste legislation and regulations in effect, for all areas of construction and the environmental sector. The environmental sector is as technical as any other road construction related sector and thus requires guidance on the procedural requirements that the Government upholds through its legislative procedures.\r\n\r\nThe purpose of this Manual is to present the various users within MPW and its R4D program with a guideline on the Environmental Safeguards Framework (ESF). This ESF explains the process for safeguard screening, assessment, the institutional arrangements, and processes to be followed for road projects from design, to construction, to operation and maintenance.\r\n\r\nThis ESF is a general framework regarding the overall environment requirements and impacts related to rural road construction and rehabilitation in Timor-Leste. The sub-projects that are planned for 2013 and onwards will require the application of this ESF, with additional analysis on the local specificities in the field, for each road alignment and the production of the respective regulatory and technical documentation.	\N	The Road For Development (R4D) project’s main objective is to develop adequate capacities and instruments within the Directorate of Roads, Bridges and Flood Control (DRBFC) of the Secretariat of State for Public Works (under the Ministry of Public Works) to enable the Government of Timor-Leste to effectively plan, budget and implement investments in rural road construction, rehabilitation and maintenance.\r\n\r\nAn important component of the Program is the compliance with Timor-Leste legislation and regulations in effect, for all areas of construction and the environmental sector. The environmental sector is as technical as any other road construction related sector and thus requires guidance on the procedural requirements that the Government upholds through its legislative procedures.\r\n\r\nThe purpose of this Manual is to present the various users within MPW and its R4D program with a guideline on the Environmental Safeguards Framework (ESF). This ESF explains the process for safeguard screening, assessment, the institutional arrangements, and processes to be followed for road projects from design, to construction, to operation and maintenance.\r\n\r\nThis ESF is a general framework regarding the overall environment requirements and impacts related to rural road construction and rehabilitation in Timor-Leste. The sub-projects that are planned for 2013 and onwards will require the application of this ESF, with additional analysis on the local specificities in the field, for each road alignment and the production of the respective regulatory and technical documentation.	\N	\N	RPR
264	2014	Roads for Development Program (R4D) - Contractors' Tracer Study	\N	Roads for Development Program (R4D) - Contractors' Tracer Study	\N	\N	The objective of this Tracer Study (Baseline 2013) is to provide information about capacities and the quality of the work of the contractors that were awarded R4D contracts for 2013/2014 R4D road works. Through later end-line studies1 the effectiveness of R4D’s training and capacity building activities will be assessed in terms of increased contractors’ capacities in planning and delivering capital investments in rural road works. Specific performance indicators – as defined in the R4D Results Framework – that the Tracer Study aims to assess/trace, include:\r\n1. Increase in business turn-over;\r\n2. Increase in equipment and staffing capacities;\r\n3. Indicators related to the quality of work of completed contracts.	\N	The objective of this Tracer Study (Baseline 2013) is to provide information about capacities and the quality of the work of the contractors that were awarded R4D contracts for 2013/2014 R4D road works. Through later end-line studies1 the effectiveness of R4D’s training and capacity building activities will be assessed in terms of increased contractors’ capacities in planning and delivering capital investments in rural road works. Specific performance indicators – as defined in the R4D Results Framework – that the Tracer Study aims to assess/trace, include:\r\n1. Increase in business turn-over;\r\n2. Increase in equipment and staffing capacities;\r\n3. Indicators related to the quality of work of completed contracts.	\N	\N	RPR
278	2015	Fundasaun Mahein Blogs (2015)	Fundasaun Mahein Blogs (2015)	\N	\N	\N	\N	\N	\N	\N	\N	BLG
307	2015	FM Nia Artigu Konaba Seguransa 16 Juñu 2015	FM Nia Artigu Konaba Seguransa 16 Juñu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
351	2015	Understanding Resilience from a Local Perspective; Timor-Leste Country Note	Reziliensia husi Perspektiva Lokal; Timor-Leste Relatoriu Nasional 	Understanding Resilience from a Local Perspective; Timor-Leste Country Note	\N	\N	This report presents the findings of six months of participatory consultations across Timor-Leste, in which CEPAD asked Timorese what, in their opinion, constitutes and contributes to their resilience as a people and nation, in the face of violent conflict. This consultation concludes the first phase of a two year research project entitled Frameworks for Assessing Resilience (FAR).	\N	This report presents the findings of six months of participatory consultations across Timor-Leste, in which CEPAD asked Timorese what, in their opinion, constitutes and contributes to their resilience as a people and nation, in the face of violent conflict. This consultation concludes the first phase of a two year research project entitled Frameworks for Assessing Resilience (FAR).	\N	\N	RPR
370	0	Seminar Report Belun	Relatoriu Seminariu Belun	Seminar Report Belun	\N	\N	\N	\N	\N	\N	\N	RPR
273	2011	The problem of gender quotas: women's representatives on Timor-Leste's suku councils	\N	The problem of gender quotas: women's representatives on Timor-Leste's suku councils	\N	\N	This article examines the experiences of women occupying reserved seats on the suku councils of Timor-Leste (each of which represents a number of small villages). The limited political participation of these women is often ascribed to patriarchal ideas within rural areas, and the need for capacity development. This article argues, however, that there are further structural issues at play, whereby the interaction between traditional and modern governance makes it difficult for women occupying reserved seats to make their mark. While gender quotas can be a useful tool to encourage women's political participation, these structural issues need to be recognised and addressed in order to truly empower women.	\N	This article examines the experiences of women occupying reserved seats on the suku councils of Timor-Leste (each of which represents a number of small villages). The limited political participation of these women is often ascribed to patriarchal ideas within rural areas, and the need for capacity development. This article argues, however, that there are further structural issues at play, whereby the interaction between traditional and modern governance makes it difficult for women occupying reserved seats to make their mark. While gender quotas can be a useful tool to encourage women's political participation, these structural issues need to be recognised and addressed in order to truly empower women.	\N	\N	JRN
262	2014	Analysis of Poverty and Gender in Agriculture in Timor-Leste	\N	Analysis of Poverty and Gender in Agriculture in Timor-Leste	\N	\N	Poverty and gender are complex multi-dimensional phenomena which, to be properly understood, go beyond quantitative measures to look at quality of life and opportunities to advance out of poverty. This is no less true for Timor-Leste for which we have taken a nuanced qualitative perspective to assess poor households and women in those households. In this study, we specifically examine the situation of smallholder farming households to determine who is poor and how they can advance out of poverty through agricultural development.\r\n\r\nMDF conducted both primary and secondary research for this study. Primary research was designed to build upon existing secondary research and statistics and to delve deeper into the qualitative aspects of poverty and vulnerability, how households manage their economic activities and income, the reasons behind perpetual poverty and vulnerability, and solutions for a pathway out of poverty for both women and men.	\N	Poverty and gender are complex multi-dimensional phenomena which, to be properly understood, go beyond quantitative measures to look at quality of life and opportunities to advance out of poverty. This is no less true for Timor-Leste for which we have taken a nuanced qualitative perspective to assess poor households and women in those households. In this study, we specifically examine the situation of smallholder farming households to determine who is poor and how they can advance out of poverty through agricultural development.\r\n\r\nMDF conducted both primary and secondary research for this study. Primary research was designed to build upon existing secondary research and statistics and to delve deeper into the qualitative aspects of poverty and vulnerability, how households manage their economic activities and income, the reasons behind perpetual poverty and vulnerability, and solutions for a pathway out of poverty for both women and men.	\N	\N	RPR
266	2005	Faltering Steps: Independence Movements in East Timor in the 1950s and 1960s	\N	Faltering Steps: Independence Movements in East Timor in the 1950s and 1960s	\N	\N	\N	\N	\N	\N	\N	BK
268	2015	FM Nia Artigu Konaba Seguransa 11 Maiu 2015	FM Nia Artigu Konaba Seguransa 11 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
267	2015	FM Nia Artigu Konaba Seguransa 09 Maiu 2015	FM Nia Artigu Konaba Seguransa 09 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
